movieId;title;genres;userId;rating;movie_indx
92;Mary Reilly (1996);Drama|Horror|Thriller;190;3.0;1866
95;Broken Arrow (1996);Action|Adventure|Thriller;190;4.0;127
104;Happy Gilmore (1996);Comedy;190;2.0;189
105;Bridges of Madison County, The (1995);Drama|Romance;190;4.0;481
110;Braveheart (1995);Action|Drama|War;190;5.0;6
111;Taxi Driver (1976);Crime|Drama|Thriller;190;4.0;99
112;Rumble in the Bronx (Hont faan kui) (1995);Action|Adventure|Comedy|Crime;190;3.0;370
122;Boomerang (1992);Comedy|Romance;190;2.0;1257
132;Jade (1995);Thriller;190;4.0;1958
135;Down Periscope (1996);Comedy;190;4.0;793
140;Up Close and Personal (1996);Drama|Romance;190;3.0;988
141;Birdcage, The (1996);Comedy;190;4.0;129
150;Apollo 13 (1995);Adventure|Drama|IMAX;190;5.0;12
153;Batman Forever (1995);Action|Adventure|Comedy|Crime;190;3.0;46
157;Canadian Bacon (1995);Comedy|War;190;2.0;1717
158;Casper (1995);Adventure|Children;190;3.0;334
160;Congo (1995);Action|Adventure|Mystery|Sci-Fi;190;4.0;253
161;Crimson Tide (1995);Drama|Thriller|War;190;4.0;109
163;Desperado (1995);Action|Romance|Western;190;4.0;271
164;Devil in a Blue Dress (1995);Crime|Film-Noir|Mystery|Thriller;190;4.0;1128
165;Die Hard: With a Vengeance (1995);Action|Crime|Thriller;190;4.0;41
168;First Knight (1995);Action|Drama|Romance;190;4.0;362
170;Hackers (1995);Action|Adventure|Crime|Thriller;190;4.0;633
172;Johnny Mnemonic (1995);Action|Sci-Fi|Thriller;190;4.0;331
173;Judge Dredd (1995);Action|Crime|Sci-Fi;190;3.0;252
177;Lord of Illusions (1995);Horror;190;3.0;1853
185;Net, The (1995);Action|Crime|Thriller;190;5.0;95
186;Nine Months (1995);Comedy|Romance;190;3.0;401
188;Prophecy, The (1995);Fantasy|Horror|Mystery;190;4.0;1766
196;Species (1995);Horror|Sci-Fi;190;4.0;296
198;Strange Days (1995);Action|Crime|Drama|Mystery|Sci-Fi|Thriller;190;4.0;507
204;Under Siege 2: Dark Territory (1995);Action;190;3.0;582
207;Walk in the Clouds, A (1995);Drama|Romance;190;4.0;929
208;Waterworld (1995);Action|Adventure|Sci-Fi;190;3.0;73
216;Billy Madison (1995);Comedy;190;2.0;559
218;Boys on the Side (1995);Comedy|Drama;190;4.0;1171
222;Circle of Friends (1995);Drama|Romance;190;3.0;839
224;Don Juan DeMarco (1995);Comedy|Drama|Romance;190;4.5;552
225;Disclosure (1994);Drama|Thriller;190;4.0;333
227;Drop Zone (1994);Action|Thriller;190;4.0;1087
229;Death and the Maiden (1994);Drama|Thriller;190;4.0;1799
230;Dolores Claiborne (1995);Drama|Thriller;190;4.0;691
231;Dumb & Dumber (Dumb and Dumber) (1994);Adventure|Comedy;190;1.0;52
232;Eat Drink Man Woman (Yin shi nan nu) (1994);Comedy|Drama|Romance;190;3.0;811
234;Exit to Eden (1994);Comedy;190;5.0;1459
236;French Kiss (1995);Action|Comedy|Romance;190;4.0;355
237;Forget Paris (1995);Comedy|Romance;190;3.0;778
249;Immortal Beloved (1994);Drama|Romance;190;3.0;1012
252;I.Q. (1994);Comedy|Romance;190;3.0;456
253;Interview with the Vampire: The Vampire Chronicles (1994);Drama|Horror;190;5.0;77
256;Junior (1994);Comedy|Sci-Fi;190;3.0;468
257;Just Cause (1995);Mystery|Thriller;190;4.0;1282
266;Legends of the Fall (1994);Drama|Romance|War|Western;190;5.0;216
267;Major Payne (1995);Comedy;190;2.0;1287
276;Milk Money (1994);Comedy|Romance;190;4.0;911
281;Nobody's Fool (1994);Comedy|Drama|Romance;190;4.0;1245
282;Nell (1994);Drama;190;5.0;399
288;Natural Born Killers (1994);Action|Crime|Thriller;190;2.0;110
289;Only You (1994);Comedy|Romance;190;3.0;1485
290;Once Were Warriors (1994);Crime|Drama;190;2.0;1216
292;Outbreak (1995);Action|Drama|Sci-Fi|Thriller;190;4.0;86
293;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;190;5.0;87
296;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;190;5.0;0
303;Quick and the Dead, The (1995);Action|Thriller|Western;190;5.0;727
315;Specialist, The (1994);Action|Drama|Thriller;190;4.0;406
316;Stargate (1994);Action|Adventure|Sci-Fi;190;4.0;55
317;Santa Clause, The (1994);Comedy|Drama|Fantasy;190;4.0;215
318;Shawshank Redemption, The (1994);Crime|Drama;190;5.0;2
322;Swimming with Sharks (1995);Comedy|Drama;190;2.0;1545
327;Tank Girl (1995);Action|Comedy|Sci-Fi;190;4.0;704
329;Star Trek: Generations (1994);Adventure|Drama|Sci-Fi;190;3.0;84
333;Tommy Boy (1995);Comedy;190;3.0;412
337;What's Eating Gilbert Grape (1993);Drama;190;4.0;190
338;Virtuosity (1995);Action|Sci-Fi|Thriller;190;4.0;1083
342;Muriel's Wedding (1994);Comedy;190;3.0;376
344;Ace Ventura: Pet Detective (1994);Comedy;190;3.0;32
345;Adventures of Priscilla, Queen of the Desert, The (1994);Comedy|Drama;190;3.0;442
349;Clear and Present Danger (1994);Action|Crime|Drama|Thriller;190;5.0;65
350;Client, The (1994);Drama|Mystery|Thriller;190;5.0;224
351;Corrina, Corrina (1994);Comedy|Drama|Romance;190;4.0;1328
353;Crow, The (1994);Action|Crime|Fantasy|Thriller;190;4.0;208
355;Flintstones, The (1994);Children|Comedy|Fantasy;190;3.0;464
356;Forrest Gump (1994);Comedy|Drama|Romance|War;190;5.0;1
357;Four Weddings and a Funeral (1994);Comedy|Romance;190;3.0;74
360;I Love Trouble (1994);Action|Comedy;190;3.0;1972
361;It Could Happen to You (1994);Comedy|Drama|Romance;190;4.0;1006
362;Jungle Book, The (1994);Adventure|Children|Romance;190;4.0;660
364;Lion King, The (1994);Adventure|Animation|Children|Drama|Musical|IMAX;190;4.0;31
367;Mask, The (1994);Action|Comedy|Crime|Fantasy;190;4.0;39
368;Maverick (1994);Adventure|Comedy|Western;190;4.0;202
374;Richie Rich (1994);Children|Comedy;190;3.0;1008
377;Speed (1994);Action|Romance|Thriller;190;5.0;26
378;Speechless (1994);Comedy|Romance;190;3.0;1838
379;Timecop (1994);Action|Sci-Fi|Thriller;190;3.0;909
380;True Lies (1994);Action|Adventure|Comedy|Romance|Thriller;190;5.0;24
382;Wolf (1994);Drama|Horror|Romance|Thriller;190;4.0;926
383;Wyatt Earp (1994);Western;190;4.0;999
405;Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994);Action|Fantasy;190;4.0;1355
410;Addams Family Values (1993);Children|Comedy|Fantasy;190;3.0;181
412;Age of Innocence, The (1993);Drama;190;3.0;1112
413;Airheads (1994);Comedy;190;3.0;815
415;Another Stakeout (1993);Comedy|Thriller;190;2.0;1474
417;Barcelona (1994);Comedy|Romance;190;2.0;1450
419;Beverly Hillbillies, The (1993);Comedy;190;3.0;1106
420;Beverly Hills Cop III (1994);Action|Comedy|Crime|Thriller;190;4.0;254
426;Body Snatchers (1993);Horror|Sci-Fi|Thriller;190;4.0;1446
427;Boxing Helena (1993);Drama|Mystery|Romance|Thriller;190;3.0;1409
432;City Slickers II: The Legend of Curly's Gold (1994);Adventure|Comedy|Western;190;3.0;326
434;Cliffhanger (1993);Action|Adventure|Thriller;190;4.0;92
435;Coneheads (1993);Comedy|Sci-Fi;190;3.0;292
442;Demolition Man (1993);Action|Adventure|Sci-Fi;190;4.0;185
448;Fearless (1993);Drama;190;3.0;1541
450;With Honors (1994);Comedy|Drama;190;4.0;1553
454;Firm, The (1993);Drama|Thriller;190;4.0;88
455;Free Willy (1993);Adventure|Children|Drama;190;3.0;573
457;Fugitive, The (1993);Thriller;190;5.0;11
464;Hard Target (1993);Action|Adventure|Crime|Thriller;190;3.0;1500
466;Hot Shots! Part Deux (1993);Action|Comedy|War;190;3.0;303
468;Englishman Who Went Up a Hill But Came Down a Mountain, The (1995);Comedy|Romance;190;3.0;686
471;Hudsucker Proxy, The (1994);Comedy;190;3.0;398
474;In the Line of Fire (1993);Action|Thriller;190;4.0;176
477;What's Love Got to Do with It? (1993);Drama|Musical;190;4.0;1108
480;Jurassic Park (1993);Action|Adventure|Sci-Fi|Thriller;190;5.0;4
481;Kalifornia (1993);Drama|Thriller;190;3.0;937
482;Killing Zoe (1994);Crime|Drama|Thriller;190;2.0;1666
485;Last Action Hero (1993);Action|Adventure|Comedy|Fantasy;190;3.0;299
489;Made in America (1993);Comedy;190;3.0;1537
490;Malice (1993);Thriller;190;5.0;1476
491;Man Without a Face, The (1993);Drama;190;5.0;912
494;Executive Decision (1996);Action|Adventure|Thriller;190;4.0;356
497;Much Ado About Nothing (1993);Comedy|Romance;190;4.0;276
500;Mrs. Doubtfire (1993);Comedy|Drama;190;5.0;38
502;Next Karate Kid, The (1994);Action|Children|Romance;190;3.0;1333
507;Perfect World, A (1993);Crime|Drama|Thriller;190;2.0;1470
508;Philadelphia (1993);Drama;190;5.0;167
509;Piano, The (1993);Drama|Romance;190;5.0;201
514;Ref, The (1994);Comedy;190;4.0;1073
516;Renaissance Man (1994);Comedy|Drama;190;5.0;1398
517;Rising Sun (1993);Action|Drama|Mystery;190;5.0;1391
519;RoboCop 3 (1993);Action|Crime|Drama|Sci-Fi|Thriller;190;3.0;1046
520;Robin Hood: Men in Tights (1993);Comedy;190;2.5;266
521;Romeo Is Bleeding (1993);Crime|Thriller;190;4.0;1920
524;Rudy (1993);Drama;190;3.0;659
527;Schindler's List (1993);Drama|War;190;5.0;9
533;Shadow, The (1994);Action|Adventure|Fantasy|Mystery;190;4.0;1265
534;Shadowlands (1993);Drama|Romance;190;4.0;1033
537;Sirens (1994);Drama;190;4.0;1399
539;Sleepless in Seattle (1993);Comedy|Drama|Romance;190;4.0;69
540;Sliver (1993);Thriller;190;3.0;1014
541;Blade Runner (1982);Action|Sci-Fi|Thriller;190;5.0;60
542;Son in Law (1993);Comedy|Drama|Romance;190;3.0;1377
543;So I Married an Axe Murderer (1993);Comedy|Romance|Thriller;190;3.0;346
544;Striking Distance (1993);Action|Crime;190;4.0;1930
546;Super Mario Bros. (1993);Action|Adventure|Children|Comedy|Fantasy|Sci-Fi;190;3.0;895
548;Terminal Velocity (1994);Action|Mystery|Thriller;190;3.0;1606
550;Threesome (1994);Comedy|Romance;190;4.0;1422
551;Nightmare Before Christmas, The (1993);Animation|Children|Fantasy|Musical;190;4.0;153
552;Three Musketeers, The (1993);Action|Adventure|Comedy|Romance;190;5.0;324
553;Tombstone (1993);Action|Drama|Western;190;4.0;248
555;True Romance (1993);Crime|Thriller;190;4.0;240
585;Brady Bunch Movie, The (1995);Comedy;190;3.0;475
586;Home Alone (1990);Children|Comedy;190;4.0;70
587;Ghost (1990);Comedy|Drama|Fantasy|Romance|Thriller;190;5.0;66
589;Terminator 2: Judgment Day (1991);Action|Sci-Fi;190;5.0;7
590;Dances with Wolves (1990);Adventure|Drama|Western;190;5.0;20
592;Batman (1989);Action|Crime|Thriller;190;4.0;16
593;Silence of the Lambs, The (1991);Crime|Horror|Thriller;190;5.0;3
594;Snow White and the Seven Dwarfs (1937);Animation|Children|Drama|Fantasy|Musical;190;5.0;192
597;Pretty Woman (1990);Comedy|Romance;190;5.0;42
599;Wild Bunch, The (1969);Adventure|Western;190;4.0;1494
605;One Fine Day (1996);Drama|Romance;190;4.0;1414
608;Fargo (1996);Comedy|Crime|Drama|Thriller;190;4.0;22
609;Homeward Bound II: Lost in San Francisco (1996);Adventure|Children;190;3.0;1796
610;Heavy Metal (1981);Action|Adventure|Animation|Horror|Sci-Fi;190;4.0;637
613;Jane Eyre (1996);Drama|Romance;190;3.0;1797
628;Primal Fear (1996);Crime|Drama|Mystery|Thriller;190;5.0;404
631;All Dogs Go to Heaven 2 (1996);Adventure|Animation|Children|Fantasy|Musical|Romance;190;4.0;1915
637;Sgt. Bilko (1996);Comedy;190;3.0;857
640;Diabolique (1996);Drama|Thriller;190;4.0;1505
647;Courage Under Fire (1996);Action|Crime|Drama|War;190;4.0;630
648;Mission: Impossible (1996);Action|Adventure|Mystery|Thriller;190;4.0;34
653;Dragonheart (1996);Action|Adventure|Fantasy;190;4.0;277
661;James and the Giant Peach (1996);Adventure|Animation|Children|Fantasy|Musical;190;4.0;445
662;Fear (1996);Thriller;190;4.0;1634
663;Kids in the Hall: Brain Candy (1996);Comedy;190;2.0;1440
674;Barbarella (1968);Adventure|Comedy|Sci-Fi;190;4.0;1453
678;Some Folks Call It a Sling Blade (1993);Drama|Thriller;190;4.0;1681
688;Operation Dumbo Drop (1995);Action|Adventure|Comedy|War;190;4.0;1554
694;Substitute, The (1996);Action|Crime|Drama;190;4.0;1644
707;Mulholland Falls (1996);Crime|Drama|Thriller;190;3.0;1091
708;Truth About Cats & Dogs, The (1996);Comedy|Romance;190;4.0;246
714;Dead Man (1995);Drama|Mystery|Western;190;3.0;1448
719;Multiplicity (1996);Comedy;190;2.0;655
724;Craft, The (1996);Drama|Fantasy|Horror|Thriller;190;3.0;560
728;Cold Comfort Farm (1995);Comedy;190;4.0;1361
733;Rock, The (1996);Action|Adventure|Thriller;190;5.0;57
736;Twister (1996);Action|Adventure|Romance|Thriller;190;4.0;49
743;Spy Hard (1996);Comedy;190;3.0;813
748;Arrival, The (1996);Action|Sci-Fi|Thriller;190;4.0;951
750;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964);Comedy|War;190;5.0;119
762;Striptease (1996);Comedy|Crime;190;3.0;487
765;Jack (1996);Comedy|Drama;190;3.0;1047
780;Independence Day (a.k.a. ID4) (1996);Action|Adventure|Sci-Fi|Thriller;190;5.0;13
784;Cable Guy, The (1996);Comedy|Thriller;190;2.0;268
785;Kingpin (1996);Comedy;190;1.0;421
786;Eraser (1996);Action|Drama|Thriller;190;3.0;217
788;Nutty Professor, The (1996);Comedy|Fantasy|Romance|Sci-Fi;190;3.0;177
798;Daylight (1996);Action|Adventure|Drama|Thriller;190;3.0;1527
799;Frighteners, The (1996);Comedy|Horror|Thriller;190;4.0;810
800;Lone Star (1996);Drama|Mystery|Western;190;4.0;699
802;Phenomenon (1996);Drama|Romance;190;4.0;338
818;Very Brady Sequel, A (1996);Comedy;190;2.0;1604
830;First Wives Club, The (1996);Comedy;190;3.0;765
832;Ransom (1996);Crime|Thriller;190;5.0;270
836;Chain Reaction (1996);Action|Adventure|Thriller;190;4.0;1037
838;Emma (1996);Comedy|Drama|Romance;190;3.0;624
839;Crow: City of Angels, The (1996);Action|Thriller;190;3.0;1230
848;Spitfire Grill, The (1996);Drama;190;4.0;1990
849;Escape from L.A. (1996);Action|Adventure|Sci-Fi|Thriller;190;4.0;615
852;Tin Cup (1996);Comedy|Drama|Romance;190;2.0;429
858;Godfather, The (1972);Crime|Drama;190;5.0;28
879;Relic, The (1997);Horror|Thriller;190;4.0;1909
899;Singin' in the Rain (1952);Comedy|Musical|Romance;190;3.0;446
902;Breakfast at Tiffany's (1961);Drama|Romance;190;4.0;489
904;Rear Window (1954);Mystery|Thriller;190;5.0;196
909;Apartment, The (1960);Comedy|Drama|Romance;190;4.0;977
910;Some Like It Hot (1959);Comedy|Crime;190;4.5;415
911;Charade (1963);Comedy|Crime|Mystery|Romance|Thriller;190;5.0;1213
912;Casablanca (1942);Drama|Romance;190;5.0;101
913;Maltese Falcon, The (1941);Film-Noir|Mystery;190;5.0;360
914;My Fair Lady (1964);Comedy|Drama|Musical|Romance;190;4.0;477
915;Sabrina (1954);Comedy|Romance;190;4.0;997
916;Roman Holiday (1953);Comedy|Drama|Romance;190;4.0;841
919;Wizard of Oz, The (1939);Adventure|Children|Fantasy|Musical;190;5.0;113
921;My Favorite Year (1982);Comedy;190;3.0;1789
923;Citizen Kane (1941);Drama|Mystery;190;4.0;191
926;All About Eve (1950);Drama;190;3.0;1043
930;Notorious (1946);Film-Noir|Romance|Thriller;190;4.0;1017
933;To Catch a Thief (1955);Crime|Mystery|Romance|Thriller;190;5.0;1071
934;Father of the Bride (1950);Comedy;190;3.0;1236
942;Laura (1944);Crime|Film-Noir|Mystery;190;4.0;1698
945;Top Hat (1935);Comedy|Musical|Romance;190;4.0;1964
950;Thin Man, The (1934);Comedy|Crime;190;5.0;1429
951;His Girl Friday (1940);Comedy|Romance;190;4.0;1255
953;It's a Wonderful Life (1946);Drama|Fantasy|Romance;190;4.0;285
968;Night of the Living Dead (1968);Horror|Sci-Fi|Thriller;190;4.0;613
969;African Queen, The (1951);Adventure|Comedy|Romance|War;190;5.0;431
971;Cat on a Hot Tin Roof (1958);Drama;190;4.0;1591
986;Fly Away Home (1996);Adventure|Children;190;5.0;1637
991;Michael Collins (1996);Drama;190;4.0;1765
994;Big Night (1996);Comedy|Drama;190;3.0;945
996;Last Man Standing (1996);Action|Crime|Drama|Thriller;190;3.0;1458
999;2 Days in the Valley (1996);Crime|Film-Noir;190;5.0;1502
1009;Escape to Witch Mountain (1975);Adventure|Children|Fantasy;190;3.0;1711
1010;Love Bug, The (1969);Children|Comedy;190;3.0;1735
1012;Old Yeller (1957);Children|Drama;190;4.0;1402
1013;Parent Trap, The (1961);Children|Comedy|Romance;190;3.0;1147
1017;Swiss Family Robinson (1960);Adventure|Children;190;4.0;1462
1019;20,000 Leagues Under the Sea (1954);Adventure|Drama|Sci-Fi;190;4.0;803
1022;Cinderella (1950);Animation|Children|Fantasy|Musical|Romance;190;5.0;526
1025;Sword in the Stone, The (1963);Animation|Children|Fantasy|Musical;190;5.0;922
1027;Robin Hood: Prince of Thieves (1991);Adventure|Drama;190;4.0;649
1028;Mary Poppins (1964);Children|Comedy|Fantasy|Musical;190;5.0;283
1029;Dumbo (1941);Animation|Children|Drama|Musical;190;4.0;527
1030;Pete's Dragon (1977);Adventure|Animation|Children|Musical;190;4.0;1469
1036;Die Hard (1988);Action|Crime|Thriller;190;5.0;62
1037;Lawnmower Man, The (1992);Action|Horror|Sci-Fi|Thriller;190;4.0;724
1042;That Thing You Do! (1996);Comedy|Drama;190;3.0;583
1047;Long Kiss Goodnight, The (1996);Action|Drama|Thriller;190;4.0;563
1049;Ghost and the Darkness, The (1996);Action|Adventure;190;5.0;996
1061;Sleepers (1996);Thriller;190;4.0;543
1077;Sleeper (1973);Comedy|Sci-Fi;190;4.0;734
1084;Bonnie and Clyde (1967);Crime|Drama;190;3.0;486
1088;Dirty Dancing (1987);Drama|Musical|Romance;190;5.0;409
1089;Reservoir Dogs (1992);Crime|Mystery|Thriller;190;5.0;76
1090;Platoon (1986);Drama|War;190;5.0;225
1092;Basic Instinct (1992);Crime|Mystery|Thriller;190;5.0;410
1093;Doors, The (1991);Drama;190;3.0;652
1094;Crying Game, The (1992);Drama|Romance|Thriller;190;4.0;345
1096;Sophie's Choice (1982);Drama;190;4.0;1321
1097;E.T. the Extra-Terrestrial (1982);Children|Drama|Sci-Fi;190;5.0;47
1100;Days of Thunder (1990);Action|Drama|Romance;190;3.0;941
1101;Top Gun (1986);Action|Romance;190;5.0;156
1103;Rebel Without a Cause (1955);Drama;190;4.0;843
1104;Streetcar Named Desire, A (1951);Drama;190;3.0;784
1120;People vs. Larry Flynt, The (1996);Comedy|Drama;190;3.0;519
1124;On Golden Pond (1981);Drama;190;4.0;1090
1126;Drop Dead Fred (1991);Comedy|Fantasy;190;3.0;1509
1127;Abyss, The (1989);Action|Adventure|Sci-Fi|Thriller;190;5.0;195
1129;Escape from New York (1981);Action|Adventure|Sci-Fi|Thriller;190;5.0;531
1135;Private Benjamin (1980);Comedy;190;4.0;1237
1136;Monty Python and the Holy Grail (1975);Adventure|Comedy|Fantasy;190;5.0;44
1171;Bob Roberts (1992);Comedy;190;4.0;1441
1173;Cook the Thief His Wife & Her Lover, The (1989);Comedy|Drama;190;3.0;1562
1183;English Patient, The (1996);Drama|Romance|War;190;5.0;242
1185;My Left Foot (1989);Drama;190;4.0;880
1186;Sex, Lies, and Videotape (1989);Drama;190;5.0;710
1188;Strictly Ballroom (1992);Comedy|Romance;190;3.0;657
1193;One Flew Over the Cuckoo's Nest (1975);Drama;190;5.0;63
1194;Cheech and Chong's Up in Smoke (1978);Comedy;190;4.0;1719
1196;Star Wars: Episode V - The Empire Strikes Back (1980);Action|Adventure|Sci-Fi;190;5.0;17
1198;Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981);Action|Adventure;190;5.0;21
1199;Brazil (1985);Fantasy|Sci-Fi;190;4.0;288
1200;Aliens (1986);Action|Adventure|Horror|Sci-Fi;190;5.0;79
1201;Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966);Action|Adventure|Western;190;4.0;263
1204;Lawrence of Arabia (1962);Adventure|Drama|War;190;4.0;344
1206;Clockwork Orange, A (1971);Crime|Drama|Sci-Fi|Thriller;190;5.0;93
1207;To Kill a Mockingbird (1962);Drama;190;5.0;257
1208;Apocalypse Now (1979);Action|Drama|War;190;5.0;121
1209;Once Upon a Time in the West (C'era una volta il West) (1968);Action|Drama|Western;190;4.0;1135
1210;Star Wars: Episode VI - Return of the Jedi (1983);Action|Adventure|Sci-Fi;190;5.0;15
1214;Alien (1979);Horror|Sci-Fi;190;5.0;59
1217;Ran (1985);Drama|War;190;3.0;1044
1220;Blues Brothers, The (1980);Action|Comedy|Musical;190;5.0;162
1221;Godfather: Part II, The (1974);Crime|Drama;190;4.0;78
1222;Full Metal Jacket (1987);Drama|War;190;3.0;131
1225;Amadeus (1984);Drama;190;4.0;151
1230;Annie Hall (1977);Comedy|Romance;190;3.0;238
1231;Right Stuff, The (1983);Drama;190;4.5;626
1234;Sting, The (1973);Comedy|Crime;190;5.0;255
1235;Harold and Maude (1971);Comedy|Drama|Romance;190;5.0;607
1238;Local Hero (1983);Comedy;190;4.0;1484
1240;Terminator, The (1984);Action|Sci-Fi|Thriller;190;5.0;43
1242;Glory (1989);Drama|War;190;5.0;353
1244;Manhattan (1979);Comedy|Drama|Romance;190;3.0;606
1246;Dead Poets Society (1989);Drama;190;5.0;152
1247;Graduate, The (1967);Comedy|Drama|Romance;190;4.0;203
1249;Femme Nikita, La (Nikita) (1990);Action|Crime|Romance|Thriller;190;4.0;499
1253;Day the Earth Stood Still, The (1951);Drama|Sci-Fi|Thriller;190;5.0;800
1256;Duck Soup (1933);Comedy|Musical|War;190;5.0;892
1258;Shining, The (1980);Horror;190;4.0;114
1263;Deer Hunter, The (1978);Drama|War;190;5.0;428
1265;Groundhog Day (1993);Comedy|Fantasy|Romance;190;4.0;53
1266;Unforgiven (1992);Drama|Western;190;4.0;281
1267;Manchurian Candidate, The (1962);Crime|Thriller|War;190;4.0;522
1269;Arsenic and Old Lace (1944);Comedy|Mystery|Thriller;190;5.0;728
1270;Back to the Future (1985);Adventure|Comedy|Sci-Fi;190;4.0;27
1271;Fried Green Tomatoes (1991);Comedy|Crime|Drama;190;5.0;533
1272;Patton (1970);Drama|War;190;3.0;601
1273;Down by Law (1986);Comedy|Drama|Film-Noir;190;4.0;1694
1275;Highlander (1986);Action|Adventure|Fantasy;190;5.0;393
1278;Young Frankenstein (1974);Comedy|Fantasy;190;5.0;250
1281;Great Dictator, The (1940);Comedy|Drama|War;190;4.0;1283
1282;Fantasia (1940);Animation|Children|Fantasy|Musical;190;5.0;361
1283;High Noon (1952);Drama|Western;190;4.0;1015
1284;Big Sleep, The (1946);Crime|Film-Noir|Mystery;190;4.0;901
1285;Heathers (1989);Comedy;190;3.0;411
1286;Somewhere in Time (1980);Drama|Romance;190;3.0;1932
1287;Ben-Hur (1959);Action|Adventure|Drama;190;5.0;511
1288;This Is Spinal Tap (1984);Comedy;190;4.0;219
1290;Some Kind of Wonderful (1987);Drama|Romance;190;4.0;1798
1291;Indiana Jones and the Last Crusade (1989);Action|Adventure;190;4.0;58
1301;Forbidden Planet (1956);Drama|Sci-Fi;190;4.0;1278
1302;Field of Dreams (1989);Children|Drama|Fantasy;190;5.0;352
1303;Man Who Would Be King, The (1975);Adventure|Drama;190;5.0;1338
1304;Butch Cassidy and the Sundance Kid (1969);Action|Western;190;5.0;234
1307;When Harry Met Sally... (1989);Comedy|Romance;190;3.0;132
1320;Alien³ (a.k.a. Alien 3) (1992);Action|Horror|Sci-Fi|Thriller;190;4.0;309
1321;American Werewolf in London, An (1981);Comedy|Horror|Thriller;190;4.0;671
1333;Birds, The (1963);Horror|Thriller;190;5.0;407
1334;Blob, The (1958);Horror|Sci-Fi;190;3.0;1641
1339;Dracula (Bram Stoker's Dracula) (1992);Fantasy|Horror|Romance|Thriller;190;4.0;461
1342;Candyman (1992);Horror|Thriller;190;4.0;1451
1343;Cape Fear (1991);Thriller;190;4.0;508
1344;Cape Fear (1962);Crime|Drama|Thriller;190;5.0;1131
1345;Carrie (1976);Drama|Fantasy|Horror|Thriller;190;4.0;555
1350;Omen, The (1976);Horror|Mystery|Thriller;190;4.0;924
1353;Mirror Has Two Faces, The (1996);Comedy|Drama|Romance;190;4.0;1952
1354;Breaking the Waves (1996);Drama|Mystery;190;3.0;1286
